"X1","X2","X3","X4","X5","X6","X7","X8","y"
0.499960022762714,1.19022650102369,0.9355527292784,-1.14862990317599,1.52634854350973,1.256552738677,0.38190129341098,-0.73698363250994,4.19916605589599
-0.283513839963231,-2.62313359906688,-1.42940123323745,-1.44723660087702,-1.56708279776451,-0.296003990086607,-0.666282288438233,-0.240426205520075,-10.1804884419195
-0.738828130689187,-1.3966571146736,-0.984701030849256,0.0262778463667406,-1.26970900026191,-1.21557086776754,-0.725118877424951,-1.42977144802423,-10.0089785326974
-0.472925493240576,0.116240538633319,-0.381113828681598,-0.674264206000632,0.8234871786825,-0.217364818320104,-0.257600682905337,0.551172649330696,1.24318992891818
-1.95813179331112,-0.504541879886346,-0.747398654849782,-0.491250872033281,-0.98087458615409,-0.344489949115965,-1.1609358663214,-0.995483719137181,-12.708219563141
0.167178825785825,1.475734887455,-0.365952098774024,1.93683669241661,0.887309195605493,0.110729657050328,0.227212908703013,0.00964185132919497,6.88609928805173
1.54885160254965,0.748477769050324,1.40452985630197,0.290616704936737,-0.124537518174451,2.88329791563199,-0.421118415952464,1.01065195211796,6.04626379461529
-1.13369577401319,-0.273596013081302,-1.07497470911763,-0.998374424841115,-0.507661568930856,-1.86997357750389,-0.87128825306628,-0.651049187926341,-0.841595861134514
2.61613439909902,-0.390048438952435,0.752214613440873,1.74259094365696,1.00322624537923,0.885581965370192,1.31203181954609,1.43516883467499,7.38296405649446
-1.08279649804709,0.424845446015295,-0.862856944682992,-1.6602747538687,-0.240630275554065,-1.99986707714244,-1.11693604076749,-0.681086684137499,-2.7430167361569
-0.432073758079489,-0.453390188750315,-1.63939014642564,-0.217414271906172,-0.472866246298502,-0.973787069036571,0.171589195124742,-1.09152596852634,-1.07701068428921
-0.273823592952269,-0.649635467483097,-1.32918004786977,-1.13585873079995,0.0737136520116645,-0.32554950588707,0.0933702787575677,-1.83171702199619,-3.84913025371783
0.957322252456337,1.48130371286703,1.41456729912703,1.519793545387,1.42793737808445,1.17292035979527,1.373729916426,0.45552207431338,7.91246802233084
0.848821427931598,1.45277311949602,0.736346764635798,1.20343107345589,0.743444482772125,1.44961285738455,1.66841492671731,0.579312651051542,5.45184107040154
-0.616708143189694,0.328959907093554,-0.215297348334314,0.634373713772871,-0.0737432648904848,-0.0487546601904777,0.424695316297003,1.09616604345248,-3.17513476798789
